text_id,align_idx,level,mean_FD,median_FD,mean_nonzero_FD,n_subjects,n_rows
1_5_5,166,Ele,194.4596235579842,180.0,194.4596235579842,60,1647
1_5_5,167,Adv,196.73732496378562,181.0,196.73732496378562,60,2071
1_5_5,167,Ele,199.61210317460316,182.0,199.61210317460316,60,2016
1_5_5,168,Adv,194.02941176470588,184.0,194.02941176470588,60,1360
1_5_5,168,Ele,194.54285714285714,175.0,194.54285714285714,60,1295
1_6_1,169,Adv,192.26813186813186,178.0,192.26813186813186,60,1365
1_6_1,169,Ele,188.15947980835045,177.0,188.15947980835045,60,1461
1_6_1,170,Adv,195.23883161512026,180.0,195.23883161512026,60,1746
1_6_1,170,Ele,202.06759906759908,183.0,202.06759906759908,60,1287
1_6_1,171,Adv,186.7164948453608,174.5,186.7164948453608,59,1746
1_6_1,171,Ele,204.04953560371516,183.5,204.04953560371516,59,646
1_6_2,172,Adv,196.09904306220096,183.0,196.09904306220096,60,2090
1_6_2,172,Ele,196.63677898343803,180.0,196.63677898343803,60,1751
1_6_2,173,Adv,191.80371660859467,179.0,191.80371660859467,60,2583
1_6_2,173,Ele,186.86640851887705,175.0,186.86640851887705,60,2066
1_6_2,174,Adv,202.5850622406639,189.0,202.5850622406639,59,482
1_6_2,174,Ele,180.40217391304347,168.5,180.40217391304347,60,552
1_6_2,175,Adv,185.58143459915613,174.0,185.58143459915613,60,1185
1_6_2,175,Ele,185.28796992481202,172.0,185.28796992481202,60,1330
1_6_2,176,Adv,175.45792079207922,163.0,175.45792079207922,60,404
1_6_2,176,Ele,186.66666666666666,173.5,186.66666666666666,58,390
1_6_3,177,Adv,199.50282485875707,181.0,199.50282485875707,60,1947
1_6_3,177,Ele,202.30130784708248,182.0,202.30130784708248,60,1988
1_6_3,178,Adv,188.4258172673931,173.0,188.4258172673931,60,1193
1_6_3,178,Ele,199.9352014010508,179.0,199.9352014010508,60,1142
1_6_3,179,Adv,189.18628281117697,178.0,189.18628281117697,60,1181
1_6_3,179,Ele,200.49172413793104,176.0,200.49172413793104,60,1450
1_6_3,180,Adv,201.82049727107338,182.0,201.82049727107338,60,1649
1_6_3,180,Ele,192.99895068205666,174.0,192.99895068205666,60,953
1_6_4,181,Adv,188.96853146853147,179.0,188.96853146853147,60,858
1_6_4,181,Ele,187.82488479262673,178.0,187.82488479262673,60,1085
1_6_4,182,Adv,187.95758718190388,176.0,187.95758718190388,60,1061
1_6_4,182,Ele,187.08709016393442,173.0,187.08709016393442,60,976
1_6_4,183,Adv,192.58168574401665,179.0,192.58168574401665,60,961
1_6_4,183,Ele,182.17102137767222,170.0,182.17102137767222,60,842
1_6_4,184,Adv,192.77304964539007,177.0,192.77304964539007,60,1128
1_6_4,184,Ele,186.50666666666666,175.0,186.50666666666666,60,1050
1_6_4,185,Adv,198.96560846560845,186.5,198.96560846560845,60,1134
1_6_4,185,Ele,189.6070460704607,177.0,189.6070460704607,60,1107
1_7_1,186,Adv,188.63094339622643,179.0,188.63094339622643,60,1325
1_7_1,186,Ele,193.67394468704512,182.0,193.67394468704512,60,1374
1_7_1,187,Adv,192.7519163763066,181.0,192.7519163763066,60,1435
1_7_1,187,Ele,195.90208333333334,183.0,195.90208333333334,60,960
1_7_1,188,Adv,191.7254632807138,178.0,191.7254632807138,60,1457
1_7_1,188,Ele,179.5911559348332,171.0,179.5911559348332,60,1289
1_7_1,189,Adv,187.30759951749096,170.0,187.30759951749096,60,829
1_7_1,189,Ele,185.94147843942505,174.0,185.94147843942505,60,974
1_7_1,190,Adv,194.03396739130434,181.0,194.03396739130434,60,736
1_7_1,190,Ele,184.0722891566265,171.0,184.0722891566265,60,830
1_7_1,191,Adv,196.06463878326997,183.0,196.06463878326997,60,263
1_7_1,191,Ele,187.60507246376812,177.5,187.60507246376812,60,276
1_7_1,192,Adv,175.67477203647417,166.0,175.67477203647417,60,329
1_7_1,192,Ele,190.63812154696132,177.5,190.63812154696132,60,362
1_7_1,193,Adv,199.75956284153006,182.0,199.75956284153006,59,183
1_7_1,193,Ele,181.54802259887006,158.0,181.54802259887006,60,177
1_7_2,194,Adv,190.38955823293173,177.0,190.38955823293173,60,1743
1_7_2,194,Ele,189.72727272727272,174.0,189.72727272727272,60,1870
1_7_2,195,Adv,192.38839724680432,180.0,192.38839724680432,60,1017
1_7_2,195,Ele,191.41272902603666,173.0,191.41272902603666,60,1037
1_7_2,196,Adv,194.80933333333334,181.0,194.80933333333334,60,1500
1_7_2,196,Ele,192.75119945167924,181.0,192.75119945167924,60,1459
