text_id,align_idx,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
1_4_1,115,Adv,158.5564263322884,167.0,210.30977130977132,58,1276
1_4_1,115,Ele,149.69895076674737,163.0,213.92964244521337,59,1239
1_4_1,116,Adv,151.576802507837,162.5,213.47902869757175,58,1276
1_4_1,116,Ele,156.69895076674737,171.0,218.63738738738738,59,1239
1_4_1,117,Adv,161.64123257520177,167.0,211.84326923076924,58,2726
1_4_1,117,Ele,162.22804314329738,167.0,221.81039325842696,59,1947
1_4_1,119,Adv,153.3316271551724,162.0,211.980260707635,58,3712
1_4_1,119,Ele,156.08570514870482,163.0,220.4516711833785,59,3127
1_4_2,120,Adv,173.8704686118479,178.0,225.77210103329506,58,2262
1_4_2,120,Ele,152.98547215496367,165.0,219.53787352328007,59,2065
1_4_2,121,Adv,165.7942528735632,172.5,222.25115562403698,58,870
1_4_2,121,Ele,158.554802259887,171.0,221.32649842271294,59,885
1_4_2,122,Adv,145.36677115987462,153.0,211.74429223744292,58,1914
1_4_2,122,Ele,145.63969382176052,154.0,216.91775244299674,59,1829
1_4_2,123,Adv,131.73659003831418,141.0,208.38333333333333,58,1044
1_4_2,123,Ele,155.1961259079903,166.0,219.5068493150685,59,413
1_4_2,124,Adv,143.22413793103448,147.0,203.51224944320714,58,638
1_4_2,124,Ele,155.0878274268105,167.0,213.24576271186442,59,649
1_4_2,125,Adv,159.71087533156498,159.0,212.0105633802817,58,754
1_4_2,125,Ele,154.34550195567144,169.0,219.63450834879407,59,767
1_4_2,126,Adv,129.18239564428313,137.0,208.7375366568915,58,1102
1_4_2,126,Ele,135.41525423728814,147.0,217.56580937972768,59,1062
1_4_2,127,Adv,122.33793103448276,133.0,209.30973451327435,58,580
1_4_2,127,Ele,118.24345146379045,114.0,205.18716577540107,59,649
1_4_3,128,Adv,164.4772524531668,173.0,214.64377182770664,59,1121
1_4_3,128,Ele,163.57078039927404,169.0,204.83522727272728,58,1102
1_4_3,129,Adv,178.43528505392914,175.5,227.96161417322836,59,1298
1_4_3,129,Ele,150.13275862068966,162.0,207.57330154946365,58,1160
1_4_3,130,Adv,160.97401129943503,167.0,219.84876543209876,59,885
1_4_3,130,Ele,144.86990595611286,162.0,207.7011235955056,58,638
1_4_3,131,Adv,158.42534301856335,162.0,224.074200913242,59,1239
1_4_3,131,Ele,149.12835249042146,156.0,214.44903581267218,58,1044
1_4_3,132,Adv,160.18468731735828,170.0,221.74433656957927,59,1711
1_4_3,132,Ele,149.97536945812809,155.0,223.86029411764707,58,812
1_4_4,133,Adv,160.829802259887,172.5,222.18048780487806,59,1416
1_4_4,133,Ele,156.1929392446634,160.0,209.28822882288227,58,1218
1_4_4,134,Adv,144.1814556331007,153.0,212.3553597650514,59,1003
1_4_4,134,Ele,149.17241379310346,159.0,209.22332859174963,58,986
1_4_4,135,Adv,178.68578878748372,183.0,223.5758564437194,59,767
1_4_4,135,Ele,173.98419540229884,175.5,221.37659963436928,58,696
1_4_4,136,Adv,160.22154963680387,165.5,224.69100169779287,59,826
1_4_4,136,Ele,148.282131661442,157.5,206.10893246187365,58,638
1_4_4,137,Adv,154.34322033898306,167.5,225.30927835051546,59,708
1_4_4,137,Ele,134.40804597701148,144.5,200.46,58,522
1_4_4,138,Adv,161.07676969092722,166.0,223.45781466113417,59,2006
1_4_4,138,Ele,157.0924764890282,163.0,219.95245062179956,58,1914
1_4_4,139,Adv,165.0629539951574,165.0,225.7317880794702,59,826
1_4_4,139,Ele,149.30049261083744,160.5,208.3024054982818,58,406
1_4_4,140,Adv,167.7935285053929,174.0,219.55241935483872,59,649
1_4_4,140,Ele,141.0185676392573,147.5,208.07827788649706,58,754
1_4_4,141,Adv,142.8720338983051,146.0,221.53613666228645,59,1180
1_4_5,142,Adv,167.52231237322516,176.0,214.5155844155844,58,986
1_4_5,142,Ele,163.19868173258004,171.0,217.1892230576441,59,1062
1_4_5,143,Adv,138.06896551724137,146.0,208.1081081081081,58,1450
1_4_5,143,Ele,159.656595431098,164.0,223.12461380020596,59,1357
1_4_5,144,Adv,153.77320954907162,164.0,217.94172932330827,58,1508
1_4_5,144,Ele,154.15677966101694,164.0,217.41633466135457,59,1416
1_4_5,145,Adv,160.03362068965518,162.5,216.6149358226371,58,1160
1_4_5,145,Ele,152.27925746569815,158.0,218.3726851851852,59,1239
1_5_1,146,Adv,157.01997578692493,168.5,220.2011884550085,59,1652
1_5_1,146,Ele,150.12485136741975,161.0,211.4824120603015,58,1682
1_5_1,147,Adv,148.7310243183493,155.0,219.8562091503268,59,1357
1_5_1,147,Ele,145.7257053291536,159.0,211.30227272727274,58,1276
1_5_1,148,Adv,131.35512510088782,147.0,211.91276041666666,59,1239
1_5_1,148,Ele,134.43869731800766,142.5,208.54977711738485,58,1044
1_5_2,149,Adv,166.2694023193577,172.0,217.7429906542056,59,1121
1_5_2,149,Ele,157.6331417624521,166.0,207.26574307304787,58,1044
1_5_2,150,Adv,148.02146892655367,158.0,214.05065359477123,59,885
1_5_2,150,Ele,150.84913793103448,163.5,215.58726899383984,58,696
1_5_2,151,Adv,139.3177966101695,151.5,218.82861896838602,59,944
1_5_2,151,Ele,128.89655172413794,140.0,204.32797427652733,58,986
1_5_2,152,Adv,174.33474576271186,179.0,227.30939226519337,59,1416
1_5_2,152,Ele,165.44377811094452,167.0,216.58684985279686,58,1334
1_5_2,153,Adv,147.15743155149934,157.0,219.8047711781889,59,3068
1_5_2,153,Ele,151.41709464416726,161.0,213.31421188630492,58,2726
1_5_2,154,Adv,130.40375302663438,134.0,216.50954773869347,59,1652
1_5_2,154,Ele,125.99898580121703,135.5,208.09882747068676,58,986
1_5_3,155,Adv,174.43569431500467,178.0,219.94065804935371,58,2146
1_5_3,155,Ele,163.54532056005894,175.0,221.26719840478563,59,1357
1_5_3,156,Adv,173.3760775862069,178.5,211.14566929133858,58,928
1_5_3,156,Ele,163.30907278165503,172.0,224.99862637362637,59,1003
1_5_3,157,Adv,170.64071190211345,171.0,219.6220472440945,58,1798
1_5_3,157,Ele,164.38294491525423,170.0,218.7138830162086,59,1888
1_5_3,158,Adv,152.05450500556174,160.0,216.4639746634996,58,1798
1_5_3,158,Ele,154.5175141242938,166.0,214.6750392464678,59,885
1_5_4,159,Adv,196.34322033898306,189.0,221.70813397129186,59,236
1_5_4,159,Ele,188.81896551724137,191.0,214.73529411764707,58,232
1_5_4,160,Adv,180.78768956289028,186.0,227.71123595505617,59,1121
1_5_4,160,Ele,163.63527851458886,168.0,219.5391459074733,58,754
1_5_4,161,Adv,157.08686440677965,165.5,220.66964285714286,59,944
1_5_4,162,Adv,191.3502824858757,192.5,225.04318936877075,59,354
1_5_4,163,Adv,165.6160498097544,175.0,224.36551077788192,59,2891
1_5_4,163,Ele,154.5014778325123,161.0,214.9677861549006,58,2030
1_5_4,164,Adv,185.9506263817244,184.0,229.81329690346084,59,1357
1_5_4,164,Ele,162.98981191222572,168.0,209.86377396569122,58,1276
