text_id,align_idx,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_3_5,114,Adv,246.7350067234424,178.0,380.62909694371456,114,11155
1_3_5,114,Ele,228.1586355356847,170.0,353.20430658805435,114,6039
1_4_1,115,Adv,256.2047086991221,184.0,371.986674391657,114,2506
1_4_1,115,Ele,217.6383779264214,170.0,329.9055766793409,114,2392
1_4_1,116,Adv,241.01435406698565,183.0,362.60587882423516,114,2508
1_4_1,116,Ele,224.96991224404513,176.0,338.161432160804,114,2393
1_4_1,117,Adv,277.17896506631797,201.0,391.0751186083289,114,5353
1_4_1,117,Ele,272.72797444769765,196.0,388.2679045092838,114,3757
1_4_1,119,Adv,248.6614076004939,177.0,375.49057385539675,114,7289
1_4_1,119,Ele,261.85726113594967,189.0,390.5547048653989,114,6039
1_4_2,120,Adv,325.6827399729608,234.5,441.0680500457736,114,4438
1_4_2,120,Ele,240.32748244734202,180.5,360.581640331076,114,3988
1_4_2,121,Adv,287.8590643274854,227.5,393.47641886490806,114,1710
1_4_2,121,Ele,249.55964912280703,193.0,355.32639467110744,114,1710
1_4_2,122,Adv,244.93345754591428,181.0,366.0361972951472,114,3757
1_4_2,122,Ele,217.95073612684033,169.5,333.39194456474667,114,3532
1_4_2,123,Adv,202.36665041443197,154.0,328.36550632911394,114,2051
1_4_2,123,Ele,254.59649122807016,188.0,376.23703703703706,114,798
1_4_2,124,Adv,233.29792332268372,172.5,339.63837209302324,114,1252
1_4_2,124,Ele,239.14764565043896,188.0,340.1271282633371,114,1253
1_4_2,125,Adv,262.47767253044657,200.0,360.87627906976746,114,1478
1_4_2,125,Ele,234.31372549019608,177.0,343.7996031746032,114,1479
1_4_2,126,Adv,202.1112650046168,157.0,328.9053343350864,114,2166
1_4_2,126,Ele,209.16926829268291,161.0,336.57535321821035,114,2050
1_4_2,127,Adv,202.2847100175747,134.0,362.5196850393701,114,1138
1_4_2,127,Ele,167.66347687400318,125.5,289.2022008253095,114,1254
1_4_3,128,Adv,319.2023094688222,209.0,434.9106356198867,114,2165
1_4_3,128,Ele,310.6580406654344,213.0,411.9264705882353,114,2164
1_4_3,129,Adv,360.8500201045436,245.0,479.3985042735043,114,2487
1_4_3,129,Ele,266.9780701754386,194.5,383.3186397984887,114,2280
1_4_3,130,Adv,314.5582211819778,209.0,449.1060985797828,114,1709
1_4_3,130,Ele,242.45215311004785,185.0,357.68823529411765,114,1254
1_4_3,131,Adv,305.86228547509415,198.0,451.61001236093944,114,2389
1_4_3,131,Ele,248.0896686159844,177.0,375.15106853352984,114,2052
1_4_3,132,Adv,270.1623750378673,197.0,388.4172473867596,114,3301
1_4_3,132,Ele,225.87406015037595,172.0,360.13486513486515,114,1596
1_4_4,133,Adv,289.1893967093236,210.0,408.1181630546956,114,2735
1_4_4,133,Ele,288.750208855472,212.0,401.2002321532211,114,2394
1_4_4,134,Adv,256.94272445820434,179.0,385.11600928074245,114,1938
