pred_col,level_type,text_col_1,text_col_2
mean_TF,diff,gemini-2.0-flash_clear_prompt,PLL_roberta-base
mean_TF,diff,gemini-2.0-flash_clear_prompt,PLL_roberta-large
mean_TF,diff,gemini-2.5-pro_clear_prompt,PLL_bert-base-uncased
mean_TF,diff,gemini-2.5-pro_clear_prompt,PLL_bert-large-uncased
mean_TF,diff,gemini-2.5-pro_clear_prompt,PLL_roberta-base
mean_TF,diff,gemini-2.5-pro_clear_prompt,PLL_roberta-large
mean_TF,diff,claude-sonnet-4-0_clear_prompt,PLL_bert-base-uncased
mean_TF,diff,claude-sonnet-4-0_clear_prompt,PLL_bert-large-uncased
mean_TF,diff,claude-sonnet-4-0_clear_prompt,PLL_roberta-base
mean_TF,diff,claude-sonnet-4-0_clear_prompt,PLL_roberta-large
mean_TF,diff,text_evaluator,PLL_bert-base-uncased
mean_TF,diff,text_evaluator,PLL_bert-large-uncased
mean_TF,diff,text_evaluator,PLL_roberta-base
mean_TF,diff,text_evaluator,PLL_roberta-large
mean_TF,diff,lexile,PLL_bert-base-uncased
mean_TF,diff,lexile,PLL_bert-large-uncased
mean_TF,diff,lexile,PLL_roberta-base
mean_TF,diff,lexile,PLL_roberta-large
mean_TF,diff,PLL_bert-base-uncased,cpidr_density
mean_TF,diff,PLL_bert-base-uncased,avg_integration_cost
mean_TF,diff,PLL_bert-base-uncased,avg_embedding_depth
mean_TF,diff,PLL_bert-base-uncased,mean_entropy_pythia
mean_TF,diff,PLL_bert-base-uncased,word_length
mean_TF,diff,PLL_bert-base-uncased,wordFreq_frequency
mean_TF,diff,PLL_bert-base-uncased,depid_density
mean_TF,diff,PLL_bert-base-uncased,max_embedding_depth
mean_TF,diff,PLL_bert-base-uncased,max_integration_cost
mean_TF,diff,PLL_bert-base-uncased,total_integration_cost
mean_TF,diff,PLL_bert-base-uncased,CAREC_M
mean_TF,diff,PLL_bert-base-uncased,mean_entropy_gpt2
mean_TF,diff,PLL_bert-base-uncased,PLL_bert-large-uncased
mean_TF,diff,PLL_bert-base-uncased,PLL_roberta-base
mean_TF,diff,PLL_bert-base-uncased,PLL_roberta-large
mean_TF,diff,PLL_bert-base-uncased,llama-3.3-70b-versatile_simple_prompt
mean_TF,diff,PLL_bert-base-uncased,gpt-4o_simple_prompt
mean_TF,diff,PLL_bert-base-uncased,gpt-5_simple_prompt
mean_TF,diff,PLL_bert-base-uncased,gemini-2.0-flash_simple_prompt
mean_TF,diff,PLL_bert-base-uncased,gemini-2.5-pro_simple_prompt
mean_TF,diff,PLL_bert-base-uncased,claude-sonnet-4-0_simple_prompt
mean_TF,diff,PLL_bert-base-uncased,llama-3.3-70b-versatile_clear_specific_prompt
mean_TF,diff,PLL_bert-base-uncased,gpt-4o_clear_specific_prompt
mean_TF,diff,PLL_bert-base-uncased,gpt-5_clear_specific_prompt
mean_TF,diff,PLL_bert-base-uncased,gemini-2.0-flash_clear_specific_prompt
mean_TF,diff,PLL_bert-base-uncased,gemini-2.5-pro_clear_specific_prompt
mean_TF,diff,PLL_bert-base-uncased,claude-sonnet-4-0_clear_specific_prompt
mean_TF,diff,PLL_bert-base-uncased,Pythia 70M Mean
mean_TF,diff,cpidr_density,PLL_bert-large-uncased
mean_TF,diff,cpidr_density,PLL_roberta-base
mean_TF,diff,cpidr_density,PLL_roberta-large
mean_TF,diff,avg_integration_cost,PLL_bert-large-uncased
mean_TF,diff,avg_integration_cost,PLL_roberta-base
mean_TF,diff,avg_integration_cost,PLL_roberta-large
mean_TF,diff,avg_embedding_depth,PLL_bert-large-uncased
mean_TF,diff,avg_embedding_depth,PLL_roberta-base
mean_TF,diff,avg_embedding_depth,PLL_roberta-large
mean_TF,diff,mean_entropy_pythia,PLL_bert-large-uncased
mean_TF,diff,mean_entropy_pythia,PLL_roberta-base
mean_TF,diff,mean_entropy_pythia,PLL_roberta-large
mean_TF,diff,word_length,PLL_bert-large-uncased
mean_TF,diff,word_length,PLL_roberta-base
mean_TF,diff,word_length,PLL_roberta-large
mean_TF,diff,wordFreq_frequency,PLL_bert-large-uncased
mean_TF,diff,wordFreq_frequency,PLL_roberta-base
mean_TF,diff,wordFreq_frequency,PLL_roberta-large
mean_TF,diff,depid_density,PLL_bert-large-uncased
mean_TF,diff,depid_density,PLL_roberta-base
mean_TF,diff,depid_density,PLL_roberta-large
mean_TF,diff,max_embedding_depth,PLL_bert-large-uncased
mean_TF,diff,max_embedding_depth,PLL_roberta-base
mean_TF,diff,max_embedding_depth,PLL_roberta-large
mean_TF,diff,max_integration_cost,PLL_bert-large-uncased
mean_TF,diff,max_integration_cost,PLL_roberta-base
mean_TF,diff,max_integration_cost,PLL_roberta-large
mean_TF,diff,total_integration_cost,PLL_bert-large-uncased
mean_TF,diff,total_integration_cost,PLL_roberta-base
mean_TF,diff,total_integration_cost,PLL_roberta-large
mean_TF,diff,CAREC_M,PLL_bert-large-uncased
mean_TF,diff,CAREC_M,PLL_roberta-base
mean_TF,diff,CAREC_M,PLL_roberta-large
mean_TF,diff,mean_entropy_gpt2,PLL_bert-large-uncased
mean_TF,diff,mean_entropy_gpt2,PLL_roberta-base
mean_TF,diff,mean_entropy_gpt2,PLL_roberta-large
mean_TF,diff,PLL_bert-large-uncased,PLL_roberta-base
mean_TF,diff,PLL_bert-large-uncased,PLL_roberta-large
mean_TF,diff,PLL_bert-large-uncased,llama-3.3-70b-versatile_simple_prompt
mean_TF,diff,PLL_bert-large-uncased,gpt-4o_simple_prompt
mean_TF,diff,PLL_bert-large-uncased,gpt-5_simple_prompt
mean_TF,diff,PLL_bert-large-uncased,gemini-2.0-flash_simple_prompt
mean_TF,diff,PLL_bert-large-uncased,gemini-2.5-pro_simple_prompt
mean_TF,diff,PLL_bert-large-uncased,claude-sonnet-4-0_simple_prompt
mean_TF,diff,PLL_bert-large-uncased,llama-3.3-70b-versatile_clear_specific_prompt
mean_TF,diff,PLL_bert-large-uncased,gpt-4o_clear_specific_prompt
mean_TF,diff,PLL_bert-large-uncased,gpt-5_clear_specific_prompt
mean_TF,diff,PLL_bert-large-uncased,gemini-2.0-flash_clear_specific_prompt
mean_TF,diff,PLL_bert-large-uncased,gemini-2.5-pro_clear_specific_prompt
mean_TF,diff,PLL_bert-large-uncased,claude-sonnet-4-0_clear_specific_prompt
mean_TF,diff,PLL_bert-large-uncased,Pythia 70M Mean
mean_TF,diff,PLL_roberta-base,PLL_roberta-large
mean_TF,diff,PLL_roberta-base,llama-3.3-70b-versatile_simple_prompt
mean_TF,diff,PLL_roberta-base,gpt-4o_simple_prompt
mean_TF,diff,PLL_roberta-base,gpt-5_simple_prompt
mean_TF,diff,PLL_roberta-base,gemini-2.0-flash_simple_prompt
mean_TF,diff,PLL_roberta-base,gemini-2.5-pro_simple_prompt
mean_TF,diff,PLL_roberta-base,claude-sonnet-4-0_simple_prompt
mean_TF,diff,PLL_roberta-base,llama-3.3-70b-versatile_clear_specific_prompt
mean_TF,diff,PLL_roberta-base,gpt-4o_clear_specific_prompt
mean_TF,diff,PLL_roberta-base,gpt-5_clear_specific_prompt
mean_TF,diff,PLL_roberta-base,gemini-2.0-flash_clear_specific_prompt
mean_TF,diff,PLL_roberta-base,gemini-2.5-pro_clear_specific_prompt
mean_TF,diff,PLL_roberta-base,claude-sonnet-4-0_clear_specific_prompt
mean_TF,diff,PLL_roberta-base,Pythia 70M Mean
mean_TF,diff,PLL_roberta-large,llama-3.3-70b-versatile_simple_prompt
mean_TF,diff,PLL_roberta-large,gpt-4o_simple_prompt
mean_TF,diff,PLL_roberta-large,gpt-5_simple_prompt
mean_TF,diff,PLL_roberta-large,gemini-2.0-flash_simple_prompt
mean_TF,diff,PLL_roberta-large,gemini-2.5-pro_simple_prompt
mean_TF,diff,PLL_roberta-large,claude-sonnet-4-0_simple_prompt
mean_TF,diff,PLL_roberta-large,llama-3.3-70b-versatile_clear_specific_prompt
mean_TF,diff,PLL_roberta-large,gpt-4o_clear_specific_prompt
mean_TF,diff,PLL_roberta-large,gpt-5_clear_specific_prompt
mean_TF,diff,PLL_roberta-large,gemini-2.0-flash_clear_specific_prompt
mean_TF,diff,PLL_roberta-large,gemini-2.5-pro_clear_specific_prompt
mean_TF,diff,PLL_roberta-large,claude-sonnet-4-0_clear_specific_prompt
mean_TF,diff,PLL_roberta-large,Pythia 70M Mean
